,acousticness,danceability,energy,instrumentalness,liveness,loudness,mode,popularity,speechiness,tempo,valence,music_genre
2089,0.495,0.784,0.757,1.18e-06,0.142,-3.912,0,72.0,0.0384,104.99600000000001,0.5870000000000001,Electronic
1724,0.0508,0.457,0.818,0.00137,0.113,-4.589,1,47.0,0.044,116.00200000000001,0.294,Electronic
4112,0.00105,0.748,0.626,0.885,0.13,-7.079,0,45.0,0.0398,110.025,0.0383,Electronic
1191,0.00311,0.727,0.83,0.0433,0.317,-3.61,1,36.0,0.0569,123.009,0.3,Electronic
4205,0.0063,0.635,0.8190000000000001,0.214,0.984,-9.416,0,36.0,0.0423,130.009,0.2769999999999999,Electronic
3586,0.000103,0.594,0.918,0.705,0.246,-3.684,0,39.0,0.0456,144.043,0.597,Electronic
3342,0.00598,0.7509999999999999,0.763,0.000481,0.352,-8.369,1,34.0,0.0548,113.198,0.6920000000000001,Electronic
1758,0.0114,0.474,0.94,0.208,0.4029999999999999,-4.886,1,40.0,0.2789999999999999,164.063,0.15,Electronic
2413,0.0249,0.862,0.728,0.627,0.633,-7.98,0,42.0,0.0851,134.015,0.623,Electronic
779,0.00135,0.8490000000000001,0.509,0.135,0.118,-10.47,0,45.0,0.119,98.345,0.335,Electronic
2890,0.000956,0.8290000000000001,0.695,0.178,0.1119999999999999,-5.561,0,74.0,0.0473,102.01799999999999,0.369,Electronic
2249,0.0481,0.727,0.8240000000000001,0.888,0.128,-7.865,0,38.0,0.0737,119.787,0.356,Electronic
490,3.06e-06,0.18,0.735,0.695,0.087,-5.747999999999999,1,42.0,0.0529,151.622,0.154,Electronic
3610,0.00362,0.562,0.981,0.0085,0.196,-1.81,1,35.0,0.0628,149.844,0.515,Electronic
2637,0.0726,0.6859999999999999,0.547,0.903,0.0846,-9.245,1,42.0,0.0504,109.00299999999999,0.29,Electronic
213,0.013,0.708,0.8270000000000001,1.49e-05,0.504,-4.591,1,60.0,0.0453,120.015,0.367,Electronic
1443,0.132,0.8190000000000001,0.93,0.00302,0.133,-2.151,0,33.0,0.214,112.036,0.747,Electronic
2613,0.149,0.846,0.8420000000000001,0.0942,0.481,-10.019,0,23.0,0.1669999999999999,135.625,0.265,Electronic
2974,0.00882,0.8140000000000001,0.7859999999999999,0.00376,0.0523,-7.002000000000001,1,38.0,0.108,101.22,0.963,Electronic
2197,0.7879999999999999,0.732,0.504,0.828,0.0996,-11.647,0,47.0,0.0302,118.111,0.701,Electronic
2305,0.000171,0.407,0.994,0.0253,0.34,-3.798,0,45.0,0.0629,147.001,0.6659999999999999,Electronic
2158,0.00107,0.579,0.862,0.0637,0.278,-2.99,1,37.0,0.0336,139.972,0.263,Electronic
3096,0.0053,0.43,0.909,0.0556,0.114,-6.198,1,46.0,0.102,149.769,0.417,Electronic
224,0.00739,0.7070000000000001,0.877,0.487,0.1009999999999999,-1.27,0,41.0,0.0729,144.959,0.165,Electronic
850,0.0217,0.471,0.948,0.3939999999999999,0.382,-6.057,1,32.0,0.0762,174.05900000000003,0.106,Electronic
4077,0.322,0.599,0.21,0.48,0.093,-19.329,0,46.0,0.0354,124.866,0.32,Electronic
255,0.00886,0.564,0.598,0.7859999999999999,0.0904,-9.65,0,33.0,0.0301,129.998,0.374,Electronic
2325,0.0075,0.71,0.8590000000000001,0.00663,0.0837,-4.3260000000000005,1,47.0,0.0504,117.005,0.225,Electronic
1000,0.0007599999999999,0.505,0.755,0.0725,0.348,-7.568,0,46.0,0.0315,157.993,0.532,Electronic
1608,0.115,0.7879999999999999,0.4629999999999999,0.857,0.096,-8.325,0,52.0,0.0495,78.008,0.672,Electronic
359,0.36,0.73,0.908,0.304,0.143,-4.801,0,36.0,0.0797,139.92700000000002,0.628,Electronic
765,0.0258,0.389,0.8540000000000001,0.00468,0.209,-6.218999999999999,0,40.0,0.0671,140.03,0.125,Electronic
2321,0.0048,0.509,0.956,0.0,0.348,-2.129,0,23.0,0.3229999999999999,150.012,0.437,Electronic
750,0.518,0.555,0.906,0.619,0.212,-5.196000000000001,0,33.0,0.0342,126.98200000000001,0.478,Electronic
2983,0.158,0.64,0.417,0.4529999999999999,0.5760000000000001,-12.274,0,37.0,0.0371,139.935,0.306,Electronic
428,0.0581,0.8590000000000001,0.6729999999999999,0.00989,0.556,-6.212000000000001,0,56.0,0.253,125.03299999999999,0.23,Electronic
1881,0.0467,0.522,0.545,0.134,0.0641,-6.3660000000000005,0,27.0,0.489,67.55,0.327,Electronic
792,0.00252,0.509,0.831,0.00277,0.092,-2.88,0,28.0,0.0379,140.019,0.083,Electronic
4713,0.424,0.552,0.723,0.000102,0.302,-2.866,0,46.0,0.139,150.13,0.144,Electronic
2679,0.0211,0.703,0.972,0.0495,0.0967,-0.302,0,46.0,0.324,140.076,0.1669999999999999,Electronic
1317,0.532,0.647,0.631,0.723,0.0896,-9.79,1,42.0,0.0392,134.002,0.527,Electronic
3665,0.171,0.6709999999999999,0.497,0.536,0.1009999999999999,-9.787,1,50.0,0.0552,95.005,0.114,Electronic
2725,0.162,0.83,0.7959999999999999,0.000509,0.0778,-8.016,0,55.0,0.0713,126.066,0.239,Electronic
3274,0.00488,0.528,0.8059999999999999,0.000647,0.862,-4.063,1,32.0,0.196,89.46600000000001,0.495,Electronic
3796,0.509,0.43,0.623,0.92,0.0987,-7.426,0,43.0,0.0368,166.951,0.135,Electronic
4754,0.25,0.7070000000000001,0.883,0.0243,0.355,-4.874,0,33.0,0.034,105.906,0.775,Electronic
2454,0.0119,0.569,0.435,0.0018,0.177,-13.589,0,39.0,0.0399,76.529,0.151,Electronic
1196,0.0155,0.631,0.804,3.15e-06,0.092,-5.107,1,52.0,0.0601,135.092,0.364,Electronic
2438,0.0085,0.631,0.966,0.225,0.207,-3.1010000000000004,1,34.0,0.327,155.02200000000002,0.2019999999999999,Electronic
1406,0.0118,0.84,0.7070000000000001,0.966,0.1,-10.437,1,35.0,0.0379,114.98899999999999,0.178,Electronic
4588,0.0102,0.436,0.8640000000000001,0.774,0.102,-4.416,1,35.0,0.12,128.969,0.4,Electronic
1821,0.106,0.723,0.688,0.0493,0.259,-4.754,1,57.0,0.044,117.929,0.7070000000000001,Electronic
2654,0.000508,0.606,0.9,0.901,0.1119999999999999,-5.167999999999999,0,56.0,0.0547,140.035,0.115,Electronic
3321,3.33e-05,0.605,0.72,0.3389999999999999,0.111,-6.417000000000001,1,47.0,0.0278,120.039,0.368,Electronic
1806,0.000707,0.5579999999999999,0.974,0.0346,0.364,-2.439,1,52.0,0.136,149.985,0.291,Electronic
201,0.0291,0.691,0.89,0.585,0.0878,-6.516,0,44.0,0.0349,125.98299999999999,0.6509999999999999,Electronic
2062,0.0439,0.8059999999999999,0.516,0.051,0.0485,-5.736000000000001,0,42.0,0.529,122.177,0.201,Electronic
2378,0.5,0.6509999999999999,0.596,0.062,0.105,-9.944,1,49.0,0.0429,172.782,0.42,Electronic
1886,0.00582,0.757,0.795,8.88e-05,0.0903,-4.531000000000001,1,24.0,0.1639999999999999,148.356,0.449,Electronic
1519,0.0217,0.508,0.691,0.924,0.126,-9.522,1,24.0,0.0382,133.02200000000002,0.1159999999999999,Electronic
3071,0.892,0.434,0.305,0.942,0.111,-18.173,0,53.0,0.0364,139.878,0.0594,Electronic
2715,0.0176,0.657,0.536,0.00271,0.201,-6.077999999999999,1,42.0,0.0439,119.057,0.436,Electronic
2759,0.0047,0.627,0.7,0.104,0.1,-2.357,1,45.0,0.0575,75.038,0.262,Electronic
2682,0.0281,0.535,0.877,0.8270000000000001,0.223,-2.528,0,41.0,0.0633,78.048,0.238,Electronic
205,0.00121,0.42,0.968,0.8909999999999999,0.0921,-9.047,0,35.0,0.07,124.837,0.37,Electronic
2151,0.138,0.888,0.69,0.0177,0.0918,-6.452000000000001,1,45.0,0.215,98.973,0.508,Electronic
4304,0.078,0.615,0.384,0.726,0.11,-13.597,1,33.0,0.0303,139.995,0.214,Electronic
2544,0.00168,0.584,0.579,0.000992,0.201,-4.307,1,44.0,0.0339,135.088,0.0883,Electronic
2546,0.118,0.573,0.7290000000000001,0.841,0.0846,-12.115,1,52.0,0.0449,122.99700000000001,0.188,Electronic
356,0.5579999999999999,0.835,0.58,0.000752,0.115,-8.892000000000001,1,42.0,0.1889999999999999,100.007,0.841,Electronic
1015,0.000348,0.521,0.961,0.8079999999999999,0.118,-5.84,0,34.0,0.0439,138.094,0.233,Electronic
3223,0.00288,0.726,0.963,0.825,0.2,-5.289,0,33.0,0.131,164.84,0.923,Electronic
293,0.0444,0.466,0.996,0.00129,0.648,-4.259,0,39.0,0.413,172.016,0.254,Electronic
4798,0.0144,0.8009999999999999,0.718,0.000905,0.0791,-5.48,1,0.0,0.105,125.985,0.7959999999999999,Electronic
1699,0.00826,0.68,0.695,0.000412,0.1989999999999999,-5.772,1,57.0,0.144,179.972,0.509,Electronic
4463,0.0543,0.862,0.621,0.0959,0.108,-7.865,0,62.0,0.0618,127.991,0.134,Electronic
2000,0.0996,0.7390000000000001,0.522,0.87,0.108,-12.527,1,41.0,0.0681,120.01899999999999,0.325,Electronic
2298,0.0501,0.746,0.85,0.0124,0.104,-1.666,1,31.0,0.359,132.03,0.247,Electronic
2658,0.0157,0.72,0.994,0.0535,0.148,-2.381,0,30.0,0.292,150.042,0.144,Electronic
4601,0.0342,0.4539999999999999,0.782,0.0,0.173,-3.539,1,60.0,0.0498,174.851,0.286,Electronic
66,0.011,0.5920000000000001,0.695,2.36e-06,0.336,-7.987999999999999,1,31.0,0.0291,117.85799999999999,0.6579999999999999,Electronic
744,0.192,0.828,0.895,0.0122,0.432,-5.528,0,40.0,0.0615,153.024,0.972,Electronic
2075,0.439,0.7290000000000001,0.282,0.423,0.151,-12.079,1,31.0,0.0398,124.014,0.128,Electronic
2058,0.00249,0.417,0.968,0.911,0.316,-4.553,0,49.0,0.0484,129.989,0.474,Electronic
4892,0.186,0.8240000000000001,0.536,0.00282,0.306,-15.871,0,32.0,0.0911,102.006,0.5329999999999999,Electronic
4211,0.0876,0.503,0.852,0.78,0.119,-5.249,0,50.0,0.129,144.963,0.0884,Electronic
2702,0.00108,0.607,0.773,0.92,0.12,-7.08,1,38.0,0.0498,128.013,0.4579999999999999,Electronic
3069,0.0661,0.613,0.636,0.902,0.0983,-9.637,0,42.0,0.0395,121.99799999999999,0.483,Electronic
2291,0.8590000000000001,0.478,0.421,0.91,0.149,-9.521,1,45.0,0.0266,79.002,0.0599,Electronic
931,0.525,0.3229999999999999,0.214,0.00755,0.124,-14.044,1,29.0,0.0342,96.588,0.0606,Electronic
3620,0.00315,0.478,0.73,0.0352,0.111,-6.388999999999999,0,57.0,0.0397,153.993,0.303,Electronic
4642,0.0102,0.6759999999999999,0.804,0.00477,0.094,-6.727,0,33.0,0.0521,145.032,0.0472,Electronic
4293,0.000324,0.17,0.517,1.01e-05,0.4589999999999999,-8.096,1,31.0,0.0394,118.119,0.575,Electronic
4542,0.1639999999999999,0.782,0.392,0.917,0.0928,-9.731,1,36.0,0.0364,98.00299999999999,0.2739999999999999,Electronic
2782,0.0577,0.645,0.647,0.878,0.0749,-10.12,1,37.0,0.0338,104.01,0.37,Electronic
3031,0.0063,0.648,0.684,0.291,0.109,-8.772,1,43.0,0.0408,118.03,0.161,Electronic
33,0.103,0.573,0.6859999999999999,0.0117,0.1119999999999999,-2.7060000000000004,0,53.0,0.0549,60.191,0.29,Electronic
3104,0.00842,0.708,0.973,0.853,0.0873,-4.365,0,31.0,0.0645,112.03,0.622,Electronic
4122,0.25,0.3329999999999999,0.835,0.7190000000000001,0.124,-7.997000000000001,0,30.0,0.22,89.99700000000001,0.614,Electronic
1423,0.00183,0.7170000000000001,0.715,0.8320000000000001,0.089,-9.536,0,41.0,0.0318,133.298,0.966,Electronic
563,0.0603,0.474,0.731,0.0,0.133,-3.072,1,50.0,0.0812,149.874,0.1989999999999999,Electronic
2966,0.7,0.455,0.422,0.919,0.369,-21.845,0,24.0,0.126,184.03900000000002,0.873,Electronic
2322,0.000258,0.662,0.958,0.266,0.653,-3.0660000000000003,0,38.0,0.0488,160.016,0.506,Electronic
2449,0.204,0.8109999999999999,0.487,0.9,0.1009999999999999,-11.086,1,48.0,0.0633,115.99799999999999,0.0646,Electronic
1409,0.0184,0.7759999999999999,0.596,0.0625,0.0442,-10.139,0,43.0,0.0533,109.991,0.29,Electronic
1630,0.0402,0.627,0.7170000000000001,0.317,0.111,-7.473,0,42.0,0.0519,164.049,0.367,Electronic
2349,0.0234,0.8370000000000001,0.472,0.00531,0.108,-11.45,1,42.0,0.0733,98.964,0.369,Electronic
179,0.102,0.736,0.401,0.293,0.0938,-11.285,0,51.0,0.0476,100.008,0.0543,Electronic
617,0.366,0.67,0.679,0.716,0.102,-17.153,0,33.0,0.0572,93.992,0.2689999999999999,Electronic
2077,0.089,0.74,0.831,0.0,0.0837,-3.828,0,60.0,0.0423,91.02600000000001,0.357,Electronic
1310,0.562,0.5589999999999999,0.327,0.944,0.4529999999999999,-18.494,1,35.0,0.0306,112.0,0.0736,Electronic
2939,0.252,0.38,0.8,0.522,0.134,-7.318,0,45.0,0.2019999999999999,179.882,0.061,Electronic
3008,0.0014199999999999,0.701,0.913,0.00855,0.0594,-2.222,0,57.0,0.132,150.067,0.2269999999999999,Electronic
3910,0.0455,0.473,0.951,0.0258,0.58,-5.105,1,32.0,0.134,118.785,0.546,Electronic
4941,0.0104,0.64,0.969,0.28,0.662,-1.097,1,30.0,0.368,109.80799999999999,0.109,Electronic
526,0.000113,0.6509999999999999,0.952,0.8270000000000001,0.1369999999999999,-2.26,0,37.0,0.0868,127.99700000000001,0.315,Electronic
567,0.171,0.57,0.909,0.0,0.114,-3.353,0,30.0,0.33,89.08200000000001,0.795,Electronic
1555,0.00474,0.413,0.77,0.0,0.0996,-4.506,1,44.0,0.0666,137.953,0.151,Electronic
3323,0.0473,0.619,0.629,0.2269999999999999,0.314,-4.109,1,37.0,0.33,123.00299999999999,0.262,Electronic
10,0.855,0.607,0.158,0.0,0.106,-13.787,1,30.0,0.0345,57.528,0.307,Electronic
3669,0.00358,0.8740000000000001,0.973,0.0656,0.37,-6.155,0,32.0,0.043,111.384,0.898,Electronic
65,0.0192,0.665,0.888,7.13e-05,0.1119999999999999,-5.99,1,33.0,0.0409,127.62799999999999,0.622,Electronic
3903,0.315,0.639,0.413,1.22e-06,0.0924,-10.757,1,27.0,0.0457,115.04899999999999,0.207,Electronic
1856,0.127,0.5820000000000001,0.515,0.0173,0.111,-6.625,0,28.0,0.1119999999999999,161.994,0.342,Electronic
3507,0.000215,0.716,0.5770000000000001,0.8240000000000001,0.0924,-10.094,1,47.0,0.0446,106.99799999999999,0.349,Electronic
913,0.247,0.68,0.6659999999999999,0.816,0.111,-6.3870000000000005,1,35.0,0.0341,104.071,0.0879,Electronic
1017,0.7509999999999999,0.711,0.677,0.546,0.2689999999999999,-16.159000000000002,0,32.0,0.295,92.09200000000001,0.247,Electronic
1018,0.314,0.862,0.762,0.000482,0.0755,-6.202999999999999,1,43.0,0.1169999999999999,121.675,0.916,Electronic
1998,0.00302,0.597,0.989,0.011,0.221,-5.03,1,25.0,0.0643,126.023,0.4479999999999999,Electronic
4524,0.0035399999999999,0.428,0.614,0.057,0.268,-2.948,0,26.0,0.452,149.482,0.173,Electronic
1200,0.307,0.626,0.947,0.868,0.105,-12.54,1,33.0,0.0667,129.999,0.0538,Electronic
1291,0.0429,0.759,0.8690000000000001,0.93,0.583,-9.724,1,40.0,0.0737,121.995,0.115,Electronic
4532,0.0307,0.65,0.936,0.0002009999999999,0.64,-4.099,0,41.0,0.176,124.96600000000001,0.182,Electronic
1620,0.00323,0.4639999999999999,0.883,2.54e-05,0.139,-4.184,0,27.0,0.0719,134.95600000000002,0.3779999999999999,Electronic
1022,0.00283,0.555,0.777,7.23e-06,0.321,-6.886,0,20.0,0.0275,109.363,0.539,Electronic
4232,0.0323,0.537,0.962,0.193,0.158,-2.749,0,0.0,0.121,160.031,0.43,Electronic
2860,0.14,0.807,0.757,0.0787,0.287,-4.204,0,24.0,0.299,85.015,0.485,Electronic
263,0.000354,0.3429999999999999,0.955,0.0502,0.114,-2.374,0,21.0,0.0906,164.95,0.5429999999999999,Electronic
3589,0.03,0.7609999999999999,0.7809999999999999,0.0213,0.166,-5.593,0,29.0,0.0369,125.98700000000001,0.609,Electronic
769,0.0175,0.61,0.797,0.0307,0.086,-7.0760000000000005,0,44.0,0.118,108.021,0.949,Electronic
4868,0.00782,0.584,0.736,0.027,0.0734,-7.979,0,25.0,0.0714,100.51899999999999,0.574,Electronic
1459,0.00602,0.615,0.919,0.146,0.305,-4.736000000000001,1,34.0,0.0529,128.015,0.118,Electronic
845,0.342,0.703,0.411,0.565,0.0895,-13.880999999999998,1,43.0,0.0346,136.139,0.763,Electronic
1919,0.00267,0.6,0.988,0.000384,0.685,-0.635,1,34.0,0.0558,145.033,0.3339999999999999,Electronic
1879,0.0066799999999999,0.802,0.922,0.8759999999999999,0.305,-3.202,0,40.0,0.0712,127.98200000000001,0.6890000000000001,Electronic
466,0.102,0.679,0.985,0.0107,0.33,-3.357,0,64.0,0.0617,124.95299999999999,0.462,Electronic
1175,0.0040799999999999,0.799,0.461,0.908,0.106,-11.425999999999998,0,31.0,0.182,93.038,0.447,Electronic
1103,0.477,0.29,0.412,0.0839,0.079,-12.659,1,59.0,0.0458,90.539,0.12,Electronic
4116,0.853,0.2739999999999999,0.465,0.0262,0.162,-7.909,1,29.0,0.0295,99.281,0.0645,Electronic
1039,0.6759999999999999,0.838,0.5710000000000001,0.609,0.147,-10.949000000000002,1,44.0,0.0908,104.00200000000001,0.144,Electronic
2248,0.105,0.763,0.261,0.723,0.155,-17.004,0,43.0,0.0337,119.988,0.114,Electronic
4086,0.362,0.415,0.6729999999999999,0.0403,0.183,-9.948,0,30.0,0.0464,95.51799999999999,0.472,Electronic
2442,0.027,0.675,0.645,0.000172,0.0862,-7.648,0,44.0,0.0323,113.079,0.898,Electronic
3668,0.00643,0.708,0.773,0.662,0.292,-5.604,0,32.0,0.03,131.994,0.76,Electronic
4288,0.0116,0.7929999999999999,0.933,0.424,0.36,-3.489,0,46.0,0.0731,140.043,0.8059999999999999,Electronic
3356,0.0021,0.807,0.5379999999999999,0.884,0.0627,-13.241,1,33.0,0.0615,117.99799999999999,0.203,Electronic
1024,0.00821,0.695,0.956,0.000118,0.877,-4.428999999999999,0,47.0,0.0565,104.98200000000001,0.5760000000000001,Electronic
1366,0.0227,0.515,0.75,0.691,0.127,-5.678,1,43.0,0.0884,150.048,0.0572,Electronic
1887,0.0040799999999999,0.809,0.706,0.182,0.0804,-7.239,1,28.0,0.192,132.02,0.43,Electronic
2962,0.0272,0.153,0.7490000000000001,3.77e-05,0.0724,-5.86,0,44.0,0.0329,94.296,0.242,Electronic
3933,0.286,0.563,0.375,0.0,0.0858,-9.895,1,27.0,0.053,149.996,0.185,Electronic
1834,0.0371,0.727,0.6659999999999999,0.128,0.157,-9.777,0,52.0,0.0334,129.995,0.564,Electronic
4659,0.0721,0.647,0.913,3.19e-05,0.347,-5.233,1,35.0,0.1009999999999999,154.97799999999998,0.361,Electronic
155,0.95,0.45,0.278,0.6459999999999999,0.185,-14.318,0,45.0,0.034,108.00399999999999,0.0421,Electronic
500,0.00659,0.518,0.6970000000000001,0.00107,0.1119999999999999,-4.722,1,29.0,0.042,139.812,0.213,Electronic
3319,0.00209,0.733,0.7440000000000001,0.4039999999999999,0.312,-5.747000000000001,1,40.0,0.0886,126.98200000000001,0.31,Electronic
4212,0.148,0.304,0.8740000000000001,0.885,0.0606,-6.268,1,25.0,0.0858,85.992,0.0454,Electronic
3023,0.0544,0.797,0.624,0.00822,0.2789999999999999,-9.176,0,37.0,0.0714,94.1,0.547,Electronic
3262,0.095,0.544,0.97,0.00642,0.12,-2.431,1,37.0,0.206,149.964,0.426,Electronic
4870,0.00921,0.733,0.87,6.6e-05,0.108,-3.597,1,33.0,0.208,145.27,0.532,Electronic
724,0.00234,0.657,0.953,0.655,0.3829999999999999,-4.06,1,32.0,0.0592,127.97,0.319,Electronic
785,0.0648,0.5920000000000001,0.536,0.00977,0.588,-10.333,1,52.0,0.0451,176.00400000000002,0.361,Electronic
2336,0.0874,0.71,0.965,0.0161,0.276,-1.04,0,31.0,0.0509,140.01,0.336,Electronic
3996,0.00583,0.732,0.995,0.598,0.0583,-4.135,0,29.0,0.0909,129.958,0.731,Electronic
1926,0.00499,0.8190000000000001,0.479,0.0853,0.319,-6.809,1,47.0,0.182,135.97799999999998,0.391,Electronic
2842,0.208,0.6559999999999999,0.397,0.615,0.118,-9.36,1,28.0,0.0314,134.019,0.0894,Electronic
2969,0.0117,0.665,0.991,0.00392,0.3389999999999999,-6.725,0,52.0,0.256,152.596,0.0676,Electronic
392,0.00464,0.602,0.695,0.43,0.0888,-6.926,1,48.0,0.0281,103.00200000000001,0.733,Electronic
2519,0.546,0.608,0.368,0.8690000000000001,0.0896,-10.619000000000002,0,38.0,0.0357,85.962,0.608,Electronic
3240,0.108,0.7090000000000001,0.831,0.00128,0.159,-6.847,1,61.0,0.0391,104.971,0.866,Electronic
3894,0.0022199999999999,0.573,0.843,0.83,0.1169999999999999,-5.822,0,26.0,0.132,74.998,0.2319999999999999,Electronic
1336,0.287,0.615,0.417,0.862,0.215,-15.441,1,55.0,0.0373,117.98200000000001,0.1169999999999999,Electronic
1045,0.0935,0.52,0.809,0.0035,0.0939,-4.18,0,34.0,0.05,170.032,0.361,Electronic
1448,0.175,0.672,0.989,0.596,0.284,-2.425,1,43.0,0.1639999999999999,125.99799999999999,0.156,Electronic
136,0.000107,0.521,0.8809999999999999,0.0192,0.106,-8.812000000000001,1,26.0,0.0471,127.061,0.317,Electronic
948,0.0232,0.477,0.631,0.599,0.584,-10.503,0,42.0,0.0461,146.04,0.0713,Electronic
1440,0.0002819999999999,0.7390000000000001,0.638,0.882,0.144,-7.505,0,45.0,0.0586,125.95299999999999,0.537,Electronic
725,0.0146,0.7240000000000001,0.96,0.00419,0.0608,-3.486,1,29.0,0.1969999999999999,75.001,0.778,Electronic
2007,0.0162,0.713,0.5,0.914,0.231,-11.185,0,41.0,0.0296,103.999,0.205,Electronic
4613,0.0712,0.8079999999999999,0.715,0.884,0.0878,-8.656,0,48.0,0.0804,114.99,0.358,Electronic
1575,0.00773,0.871,0.648,0.00614,0.0748,-7.111000000000001,0,44.0,0.0791,126.006,0.659,Electronic
2485,0.416,0.7759999999999999,0.473,0.5720000000000001,0.0994,-9.324,0,57.0,0.174,130.031,0.31,Electronic
3035,0.00357,0.792,0.927,0.446,0.973,-5.194,0,36.0,0.0514,140.032,0.184,Electronic
2850,0.0167,0.518,0.99,0.762,0.643,-1.734,0,44.0,0.107,150.02200000000002,0.429,Electronic
2004,0.614,0.7170000000000001,0.433,0.764,0.108,-10.354,0,21.0,0.146,80.038,0.546,Electronic
682,0.1639999999999999,0.257,0.805,0.356,0.32,-5.119,0,44.0,0.0889,87.01899999999999,0.494,Electronic
2533,0.0265,0.616,0.512,0.000624,0.0819,-7.472,1,40.0,0.0302,82.479,0.0855,Electronic
2363,0.0957,0.602,0.893,0.27,0.171,-8.641,0,38.0,0.0483,109.71600000000001,0.528,Electronic
4421,0.000941,0.545,0.953,0.1169999999999999,0.281,-5.172000000000001,0,60.0,0.0441,140.002,0.5579999999999999,Electronic
2171,0.038,0.648,0.65,0.128,0.113,-6.428,0,43.0,0.188,109.975,0.216,Electronic
3692,6.64e-06,0.425,0.8390000000000001,0.816,0.433,-12.390999999999998,1,45.0,0.0385,109.575,0.705,Electronic
2380,0.0305,0.667,0.742,0.754,0.0947,-10.722,1,33.0,0.0424,120.029,0.102,Electronic
3030,0.0568,0.457,0.927,0.226,0.193,-1.804,1,29.0,0.055,170.03900000000002,0.604,Electronic
749,0.0257,0.733,0.8740000000000001,1.5e-06,0.22,-6.63,1,33.0,0.231,91.62700000000001,0.574,Electronic
2937,0.0102,0.55,0.768,0.182,0.82,-6.9270000000000005,0,30.0,0.0305,167.972,0.335,Electronic
3865,0.000739,0.631,0.8740000000000001,0.7559999999999999,0.331,-5.821000000000001,0,43.0,0.067,109.0,0.3379999999999999,Electronic
440,0.000252,0.542,0.5660000000000001,0.914,0.106,-10.390999999999998,0,22.0,0.0315,94.99600000000001,0.136,Electronic
3845,0.0237,0.617,0.72,0.47,0.084,-7.331,1,37.0,0.0347,99.993,0.0725,Electronic
1845,0.253,0.35,0.503,0.922,0.144,-12.681,0,40.0,0.0531,102.76899999999999,0.0991,Electronic
458,0.5429999999999999,0.5870000000000001,0.5329999999999999,0.000259,0.0519,-9.947,1,34.0,0.0314,149.309,0.76,Electronic
1275,0.0010199999999999,0.639,0.67,0.915,0.61,-8.759,0,38.0,0.0712,111.374,0.174,Electronic
4633,0.0867,0.742,0.775,0.103,0.0882,-9.153,1,40.0,0.0356,125.00299999999999,0.774,Electronic
252,0.000856,0.439,0.835,0.0265,0.147,-6.061,0,28.0,0.3289999999999999,129.892,0.295,Electronic
1719,0.0358,0.514,0.685,0.00101,0.193,-6.558,1,39.0,0.0252,153.991,0.346,Electronic
1888,0.000169,0.556,0.981,0.816,0.262,-1.035,1,36.0,0.0376,132.005,0.0927,Electronic
1260,0.0383,0.7020000000000001,0.94,0.201,0.349,-3.562,1,32.0,0.191,150.066,0.511,Electronic
980,0.00725,0.863,0.511,0.892,0.109,-10.173,0,49.0,0.1889999999999999,125.064,0.237,Electronic
377,0.0796,0.61,0.606,0.3379999999999999,0.108,-8.085,0,36.0,0.0565,84.475,0.643,Electronic
1698,0.00245,0.677,0.623,0.931,0.21,-8.045,0,41.0,0.0394,145.866,0.105,Electronic
3149,0.00312,0.687,0.906,3.61e-05,0.125,-3.728,1,35.0,0.072,149.938,0.104,Electronic
3172,0.0126,0.624,0.818,0.252,0.105,-5.347,1,45.0,0.0854,154.96200000000002,0.644,Electronic
3820,0.00434,0.423,0.8370000000000001,0.00435,0.675,-4.942,1,27.0,0.0648,110.64399999999999,0.6509999999999999,Electronic
1075,0.0891,0.71,0.89,0.0026899999999999,0.1009999999999999,-5.87,0,52.0,0.18,99.14399999999999,0.371,Electronic
4260,0.174,0.615,0.895,0.4629999999999999,0.478,-6.149,1,43.0,0.0433,167.989,0.7,Electronic
4533,0.000361,0.515,0.8270000000000001,0.838,0.138,-5.422999999999999,0,41.0,0.0923,173.988,0.427,Electronic
2010,0.000546,0.51,0.8490000000000001,0.000748,0.6890000000000001,-7.972,0,32.0,0.119,164.207,0.887,Electronic
1536,0.0057399999999999,0.598,0.953,0.123,0.107,-2.332,1,43.0,0.155,76.167,0.8140000000000001,Electronic
